market,period,window,horizon,tail_prob,spec_name,dependent,spec,n_obs,r2,adj_r2,aic,bic,param,coef,std_err_hac,t_hac,pvalue_hac
shares,baseline_2018,504,63,0.025,dr_only,future_rv_ann,dr_es_concentration,74,0.01774821910958524,0.004105833263885028,-73.55953912526502,-68.95140893885667,const,0.3856033338008081,0.11884128171547413,3.244691812765928,0.0011757779990283364
shares,baseline_2018,504,63,0.025,dr_only,future_rv_ann,dr_es_concentration,74,0.01774821910958524,0.004105833263885028,-73.55953912526502,-68.95140893885667,dr_es_concentration,-0.252624148032701,0.17527420508253658,-1.4413081942875756,0.14949763332897342
shares,baseline_2018,504,63,0.025,dq_dr,future_rv_ann,dq_es+dr_es_concentration,74,0.017783545258257427,-0.009884523889397201,-71.56220054269556,-64.65000526308305,const,0.3913965852979641,0.16147213954148912,2.4239264210492335,0.015353715940938959
shares,baseline_2018,504,63,0.025,dq_dr,future_rv_ann,dq_es+dr_es_concentration,74,0.017783545258257427,-0.009884523889397201,-71.56220054269556,-64.65000526308305,dq_es,0.0059842632826663765,0.09757913899857883,0.061327281057004746,0.9510985645465004
shares,baseline_2018,504,63,0.025,dq_dr,future_rv_ann,dq_es+dr_es_concentration,74,0.017783545258257427,-0.009884523889397201,-71.56220054269556,-64.65000526308305,dr_es_concentration,-0.2641620378182392,0.28203229692791976,-0.9366375436276799,0.3489450330818199
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_rv_ann,dq_es+dr_es_concentration+current_es,74,0.02478601879694109,-0.017008866111761556,-70.09165512036293,-60.87539474754625,const,0.44866352813722754,0.19978972654504895,2.245678673753338,0.02472459714293439
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_rv_ann,dq_es+dr_es_concentration+current_es,74,0.02478601879694109,-0.017008866111761556,-70.09165512036293,-60.87539474754625,dq_es,-0.061776695400982864,0.17025881321665295,-0.3628399272487147,0.7167244638503237
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_rv_ann,dq_es+dr_es_concentration+current_es,74,0.02478601879694109,-0.017008866111761556,-70.09165512036293,-60.87539474754625,dr_es_concentration,-0.4419167462171685,0.5202170915372685,-0.8494852503044096,0.3956113341212607
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_rv_ann,dq_es+dr_es_concentration+current_es,74,0.02478601879694109,-0.017008866111761556,-70.09165512036293,-60.87539474754625,current_es,1.7707795241696531,3.9719449604944055,0.44582176786992445,0.6557259965250163
shares,baseline_2018,504,63,0.025,risk_controls,future_rv_ann,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.006367941718113501,-0.03621628935111021,-68.70711063475596,-59.490850261939286,const,3.9018154779452525e-05,1.7318153282891858e-05,2.2530205237297167,0.024257854935711923
shares,baseline_2018,504,63,0.025,risk_controls,future_rv_ann,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.006367941718113501,-0.03621628935111021,-68.70711063475596,-59.490850261939286,current_es,0.0009334583130203855,10.658066298281451,8.758233312649783e-05,0.9999301194086886
shares,baseline_2018,504,63,0.025,risk_controls,future_rv_ann,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.006367941718113501,-0.03621628935111021,-68.70711063475596,-59.490850261939286,current_rv_ann,-0.14920903126791935,2.189478669634783,-0.06814820045395018,0.9456676610976568
shares,baseline_2018,504,63,0.025,risk_controls,future_rv_ann,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.006367941718113501,-0.03621628935111021,-68.70711063475596,-59.490850261939286,current_hill_alpha,-0.0005961574454791656,0.02162100433976229,-0.027573069044845307,0.9780026612850948
shares,baseline_2018,504,63,0.025,risk_controls,future_rv_ann,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.006367941718113501,-0.03621628935111021,-68.70711063475596,-59.490850261939286,n_assets,0.0031214523823125603,0.0013854522716051916,2.253020509104966,0.024257855857788765
shares,baseline_2018,504,63,0.025,full,future_rv_ann,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.3026434048125052,0.20457763361426373,-82.90829664173401,-59.86764570969231,const,8.938765687726043e-05,3.036286750943702e-05,2.943979413323792,0.003240215519216326
shares,baseline_2018,504,63,0.025,full,future_rv_ann,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.3026434048125052,0.20457763361426373,-82.90829664173401,-59.86764570969231,dq_es,-1.0313111602954035,0.987511624045064,-1.044353438667311,0.29632189729727987
