market,period,window,horizon,tail_prob,dependent,spec_name,param,coef,t_hac,pvalue_hac,r2,n_obs
bonds,baseline_2018,504,21,0.025,future_es,full,dr_es_concentration,0.4889546223705414,2.532532880605841,0.011324174855037453,0.5214332825803121,76
bonds,baseline_2018,504,21,0.025,future_var,dq_only,dq_es,-0.016337950554767146,-2.750570095776351,0.005949166190877492,0.09125314509059901,76
bonds,baseline_2018,504,21,0.025,future_var,dr_only,dr_es_concentration,-0.04820460903817973,-2.5515386938210836,0.010724841447756253,0.0722384022775655,76
bonds,baseline_2018,504,21,0.025,future_var,dq_dr,dq_es,-0.025020361970054483,-1.0867595943463848,0.2771430690140456,0.09420017097873701,76
bonds,baseline_2018,504,21,0.025,future_var,dq_dr,dr_es_concentration,0.03039364240438644,0.40993659677078687,0.6818524584327736,0.09420017097873701,76
bonds,baseline_2018,504,21,0.025,future_var,dq_dr_current_es,dq_es,-0.02136536107383171,-0.8689589498928546,0.3848695841107558,0.09495026293100661,76
bonds,baseline_2018,504,21,0.025,future_var,dq_dr_current_es,dr_es_concentration,0.016487132475435325,0.20034345438961113,0.8412119796928719,0.09495026293100661,76
bonds,baseline_2018,504,21,0.025,future_var,full,dq_es,-0.20093006178065187,-3.0424363868625854,0.0023467141244605987,0.517306502996264,76
bonds,baseline_2018,504,21,0.025,future_var,full,dr_es_concentration,0.2528629311945094,2.079862823770022,0.037538116764101494,0.517306502996264,76
bonds,baseline_2018,504,21,0.025,future_rv_ann,dq_only,dq_es,-0.10434151502750141,-2.577953525365516,0.00993873640173882,0.08979388238554242,76
bonds,baseline_2018,504,21,0.025,future_rv_ann,dr_only,dr_es_concentration,-0.3317121187421771,-2.5168494322494843,0.011840941906912572,0.08252650719335808,76
